"Resource Name","Resource Type","Resource Group",Location,Subscription
health-dr-684,Microsoft.HealthcareApis/services,rg-services,westus,Subscription-Shared
evhns-dev-685,Microsoft.EventHub/namespaces,rg-cache,centralus,Subscription-Staging
kv-shrd-686,Microsoft.KeyVault/vaults,rg-core,koreacentral,Subscription-Prod
media-shrd-687,Microsoft.Media/mediaservices,rg-backup,australiaeast,Subscription-Staging
redis-stg-688,Microsoft.Cache/redis,rg-database,northeurope,Subscription-DR
fd-shrd-689,Microsoft.Network/frontDoors,rg-backup,southeastasia,Subscription-DR
conn-prod-690,Microsoft.Web/connections,rg-database,eastus2,Subscription-Prod
adls-prod-691,Microsoft.DataLakeStore/accounts,rg-cache,westeurope,Subscription-DR
cosmos-prod-692,Microsoft.DocumentDB/databaseAccounts,rg-webapp,westus3,Subscription-Dev
mi-stg-693,Microsoft.ManagedIdentity/userAssignedIdentities,rg-staging,koreacentral,Subscription-Shared
syn-stg-694,Microsoft.Synapse/workspaces,rg-containers,koreacentral,Subscription-Dev
actgrp-shrd-695,Microsoft.Insights/actionGroups,rg-aks,japaneast,Subscription-Prod
webapp-stg-696,Microsoft.Web/sites,rg-services,westus3,Subscription-Prod
tm-dev-697,Microsoft.Network/trafficManagerProfiles,rg-cache,southindia,Subscription-Dev
search-stg-698,Microsoft.Search/searchServices,rg-aks,centralus,Subscription-Prod
vmss-dev-699,Microsoft.Compute/virtualMachineScaleSets,rg-infra,eastus,Subscription-Dev
law-shrd-700,Microsoft.OperationalInsights/workspaces,rg-integration,australiaeast,Subscription-DR
appgw-dev-701,Microsoft.Network/applicationGateways,rg-core,brazilsouth,Subscription-DR
actgrp-prod-702,Microsoft.Insights/actionGroups,rg-dev,eastus2,Subscription-Dev
vpngw-dev-703,Microsoft.Network/vpnGateways,rg-production,eastasia,Subscription-Dev
image-shrd-704,Microsoft.Compute/images,rg-staging,eastasia,Subscription-Dev
kv-dr-705,Microsoft.KeyVault/vaults,rg-cache,southindia,Subscription-Prod
mariadb-prod-706,Microsoft.DBforMariaDB/servers,rg-integration,centralus,Subscription-Dev
snapshot-shrd-707,Microsoft.Compute/snapshots,rg-monitoring,westeurope,Subscription-DR
tm-dev-708,Microsoft.Network/trafficManagerProfiles,rg-functions,westus3,Subscription-Prod
tsi-dev-709,Microsoft.TimeSeriesInsights/environments,rg-dev,uksouth,Subscription-Staging
media-stg-710,Microsoft.Media/mediaservices,rg-backup,canadacentral,Subscription-Dev
signalr-prod-711,Microsoft.SignalRService/signalR,rg-staging,centralus,Subscription-Shared
aks-shrd-712,Microsoft.ContainerService/managedClusters,rg-aks,eastus,Subscription-Shared
appconfig-prod-713,Microsoft.AppConfiguration/configurationStores,rg-storage,koreacentral,Subscription-Staging
storage-prod-714,Microsoft.Storage/storageAccounts,rg-staging,westeurope,Subscription-DR
signalr-dev-715,Microsoft.SignalRService/signalR,rg-dev,uksouth,Subscription-DR
adf-stg-716,Microsoft.DataFactory/factories,rg-infra,westeurope,Subscription-DR
tsi-stg-717,Microsoft.TimeSeriesInsights/environments,rg-functions,uksouth,Subscription-Shared
sf-prod-718,Microsoft.ServiceFabric/clusters,rg-dr,francecentral,Subscription-DR
dns-dr-719,Microsoft.Network/dnsZones,rg-integration,canadacentral,Subscription-Staging
ci-dev-720,Microsoft.ContainerInstance/containerGroups,rg-functions,koreacentral,Subscription-Shared
pe-stg-721,Microsoft.Network/privateEndpoints,rg-production,westeurope,Subscription-Prod
dms-dev-722,Microsoft.DataMigration/services,rg-production,australiaeast,Subscription-Prod
syn-dr-723,Microsoft.Synapse/workspaces,rg-infra,westus2,Subscription-Staging
cdn-dr-724,Microsoft.Cdn/profiles,rg-production,eastus,Subscription-Staging
alert-dr-725,Microsoft.Insights/metricAlerts,rg-staging,westus2,Subscription-Prod
sf-shrd-726,Microsoft.ServiceFabric/clusters,rg-infra,centralus,Subscription-DR
fd-stg-727,Microsoft.Network/frontDoors,rg-security,northeurope,Subscription-Prod
blk-dr-728,Microsoft.Blockchain/blockchainMembers,rg-functions,francecentral,Subscription-Dev
vpngw-dev-729,Microsoft.Network/vpnGateways,rg-functions,westeurope,Subscription-Dev
avset-dev-730,Microsoft.Compute/availabilitySets,rg-containers,eastasia,Subscription-Prod
cdn-dr-731,Microsoft.Cdn/profiles,rg-services,westus,Subscription-Shared
law-stg-732,Microsoft.OperationalInsights/workspaces,rg-storage,eastus2,Subscription-Staging
nic-dr-733,Microsoft.Network/networkInterfaces,rg-webapp,japaneast,Subscription-Shared
lb-shrd-734,Microsoft.Network/loadBalancers,rg-network,eastus2,Subscription-Shared
disk-dev-735,Microsoft.Compute/disks,rg-core,koreacentral,Subscription-Prod
appgw-dr-736,Microsoft.Network/applicationGateways,rg-backup,koreacentral,Subscription-Prod
hdi-stg-737,Microsoft.HDInsight/clusters,rg-production,westeurope,Subscription-Staging
sqldb-stg-738,Microsoft.Sql/servers/databases,rg-security,westus2,Subscription-Staging
bastion-prod-739,Microsoft.Network/bastionHosts,rg-shared,brazilsouth,Subscription-Prod
er-dr-740,Microsoft.Network/expressRouteCircuits,rg-cache,japaneast,Subscription-DR
nic-dr-741,Microsoft.Network/networkInterfaces,rg-network,australiaeast,Subscription-Dev
ci-prod-742,Microsoft.ContainerInstance/containerGroups,rg-services,eastus2,Subscription-Prod
vm-shrd-743,Microsoft.Compute/virtualMachines,rg-security,eastasia,Subscription-DR
evgt-shrd-744,Microsoft.EventGrid/topics,rg-containers,eastasia,Subscription-Shared
ci-shrd-745,Microsoft.ContainerInstance/containerGroups,rg-functions,eastus2,Subscription-Shared
blob-dr-746,Microsoft.Storage/storageAccounts/blobServices,rg-functions,westeurope,Subscription-Dev
bastion-dr-747,Microsoft.Network/bastionHosts,rg-infra,uksouth,Subscription-Staging
logic-stg-748,Microsoft.Logic/workflows,rg-storage,australiaeast,Subscription-Shared
tm-shrd-749,Microsoft.Network/trafficManagerProfiles,rg-infra,westeurope,Subscription-Prod
asp-shrd-750,Microsoft.Web/serverfarms,rg-shared,japaneast,Subscription-Dev
asa-dev-751,Microsoft.StreamAnalytics/streamingjobs,rg-infra,uksouth,Subscription-Staging
rsv-dr-752,Microsoft.RecoveryServices/vaults,rg-containers,westeurope,Subscription-DR
cog-dev-753,Microsoft.CognitiveServices/accounts,rg-security,centralus,Subscription-Dev
aml-prod-754,Microsoft.MachineLearningServices/workspaces,rg-network,westus3,Subscription-Prod
logic-dr-755,Microsoft.Logic/workflows,rg-core,westus3,Subscription-Prod
sqldb-prod-756,Microsoft.Sql/servers/databases,rg-backup,southindia,Subscription-Staging
vpngw-shrd-757,Microsoft.Network/vpnGateways,rg-functions,eastus,Subscription-Staging
nsg-prod-758,Microsoft.Network/networkSecurityGroups,rg-services,uksouth,Subscription-Dev
avset-dr-759,Microsoft.Compute/availabilitySets,rg-core,eastasia,Subscription-Prod
relay-shrd-760,Microsoft.Relay/namespaces,rg-shared,canadacentral,Subscription-Prod
kv-stg-761,Microsoft.KeyVault/vaults,rg-services,brazilsouth,Subscription-Dev
mi-stg-762,Microsoft.ManagedIdentity/userAssignedIdentities,rg-webapp,northeurope,Subscription-Staging
media-stg-763,Microsoft.Media/mediaservices,rg-aks,eastus,Subscription-Dev
image-stg-764,Microsoft.Compute/images,rg-services,eastus,Subscription-DR
logic-prod-765,Microsoft.Logic/workflows,rg-security,westus3,Subscription-Prod
rt-shrd-766,Microsoft.Network/routeTables,rg-core,uksouth,Subscription-Shared
evgt-prod-767,Microsoft.EventGrid/topics,rg-dr,australiaeast,Subscription-Prod
mi-stg-768,Microsoft.ManagedIdentity/userAssignedIdentities,rg-integration,westus,Subscription-Staging
sqldb-dev-769,Microsoft.Sql/servers/databases,rg-webapp,japaneast,Subscription-Prod
relay-dr-770,Microsoft.Relay/namespaces,rg-production,southindia,Subscription-Prod
law-dev-771,Microsoft.OperationalInsights/workspaces,rg-webapp,centralus,Subscription-Shared
acr-stg-772,Microsoft.ContainerRegistry/registries,rg-infra,southeastasia,Subscription-DR
vnetgw-stg-773,Microsoft.Network/virtualNetworkGateways,rg-security,australiaeast,Subscription-Prod
mariadb-dev-774,Microsoft.DBforMariaDB/servers,rg-cache,westus3,Subscription-Prod
vmss-shrd-775,Microsoft.Compute/virtualMachineScaleSets,rg-integration,eastasia,Subscription-DR
evhns-stg-776,Microsoft.EventHub/namespaces,rg-aks,canadacentral,Subscription-Dev
appgw-dr-777,Microsoft.Network/applicationGateways,rg-containers,westeurope,Subscription-Dev
logic-dr-778,Microsoft.Logic/workflows,rg-shared,southeastasia,Subscription-Prod
blk-stg-779,Microsoft.Blockchain/blockchainMembers,rg-integration,westeurope,Subscription-Prod
aks-dev-780,Microsoft.ContainerService/managedClusters,rg-webapp,westeurope,Subscription-Dev
blk-prod-781,Microsoft.Blockchain/blockchainMembers,rg-backup,uksouth,Subscription-Dev
signalr-stg-782,Microsoft.SignalRService/signalR,rg-staging,northeurope,Subscription-Staging
actgrp-dev-783,Microsoft.Insights/actionGroups,rg-dr,centralus,Subscription-Dev
evhns-dev-784,Microsoft.EventHub/namespaces,rg-infra,eastus2,Subscription-Shared
er-dr-785,Microsoft.Network/expressRouteCircuits,rg-containers,francecentral,Subscription-Dev
nsg-dev-786,Microsoft.Network/networkSecurityGroups,rg-core,eastus,Subscription-Prod
snapshot-dr-787,Microsoft.Compute/snapshots,rg-security,canadacentral,Subscription-Shared
aml-stg-788,Microsoft.MachineLearningServices/workspaces,rg-core,southeastasia,Subscription-DR
privdns-shrd-789,Microsoft.Network/privateDnsZones,rg-staging,westeurope,Subscription-DR
kv-shrd-790,Microsoft.KeyVault/vaults,rg-database,westus,Subscription-Shared
tm-dev-791,Microsoft.Network/trafficManagerProfiles,rg-monitoring,westus,Subscription-Shared
vmss-prod-792,Microsoft.Compute/virtualMachineScaleSets,rg-dr,brazilsouth,Subscription-Dev
asa-shrd-793,Microsoft.StreamAnalytics/streamingjobs,rg-dev,uksouth,Subscription-DR
tsi-shrd-794,Microsoft.TimeSeriesInsights/environments,rg-monitoring,eastus2,Subscription-Shared
vm-stg-795,Microsoft.Compute/virtualMachines,rg-monitoring,westeurope,Subscription-Shared
vpngw-stg-796,Microsoft.Network/vpnGateways,rg-dev,eastasia,Subscription-DR
nic-stg-797,Microsoft.Network/networkInterfaces,rg-security,eastasia,Subscription-DR
appgw-shrd-798,Microsoft.Network/applicationGateways,rg-dev,southeastasia,Subscription-Prod
bastion-dev-799,Microsoft.Network/bastionHosts,rg-network,canadacentral,Subscription-Staging
appins-dr-800,Microsoft.Insights/components,rg-cache,westus2,Subscription-Dev
vpngw-prod-801,Microsoft.Network/vpnGateways,rg-database,uksouth,Subscription-Prod
asa-dev-802,Microsoft.StreamAnalytics/streamingjobs,rg-dr,westus,Subscription-DR
iothub-dev-803,Microsoft.Devices/IotHubs,rg-storage,eastus2,Subscription-Prod
relay-stg-804,Microsoft.Relay/namespaces,rg-dev,eastus2,Subscription-Prod
evgt-shrd-805,Microsoft.EventGrid/topics,rg-staging,northeurope,Subscription-Prod
cog-dev-806,Microsoft.CognitiveServices/accounts,rg-services,southeastasia,Subscription-Prod
appgw-stg-807,Microsoft.Network/applicationGateways,rg-webapp,southindia,Subscription-Shared
nhns-dr-808,Microsoft.NotificationHubs/namespaces,rg-containers,canadacentral,Subscription-Dev
psql-dev-809,Microsoft.DBforPostgreSQL/servers,rg-storage,eastus,Subscription-DR
health-prod-810,Microsoft.HealthcareApis/services,rg-aks,eastasia,Subscription-Shared
adls-shrd-811,Microsoft.DataLakeStore/accounts,rg-production,francecentral,Subscription-Shared
vnetgw-dev-812,Microsoft.Network/virtualNetworkGateways,rg-dr,brazilsouth,Subscription-Staging
webapp-stg-813,Microsoft.Web/sites,rg-services,westeurope,Subscription-Prod
evhns-dev-814,Microsoft.EventHub/namespaces,rg-functions,westus2,Subscription-Staging
rsv-stg-815,Microsoft.RecoveryServices/vaults,rg-dr,canadacentral,Subscription-DR
search-shrd-816,Microsoft.Search/searchServices,rg-integration,francecentral,Subscription-Prod
dms-dr-817,Microsoft.DataMigration/services,rg-storage,japaneast,Subscription-Staging
appgw-dr-818,Microsoft.Network/applicationGateways,rg-storage,australiaeast,Subscription-Staging
nic-dr-819,Microsoft.Network/networkInterfaces,rg-storage,francecentral,Subscription-Staging
mi-dr-820,Microsoft.ManagedIdentity/userAssignedIdentities,rg-network,eastasia,Subscription-Dev
apim-dev-821,Microsoft.ApiManagement/service,rg-aks,koreacentral,Subscription-Staging
lb-dev-822,Microsoft.Network/loadBalancers,rg-production,eastus,Subscription-Shared
apim-dev-823,Microsoft.ApiManagement/service,rg-webapp,francecentral,Subscription-Shared
sqldb-shrd-824,Microsoft.Sql/servers/databases,rg-monitoring,northeurope,Subscription-DR
psql-shrd-825,Microsoft.DBforPostgreSQL/servers,rg-integration,brazilsouth,Subscription-Shared
asp-prod-826,Microsoft.Web/serverfarms,rg-dr,westeurope,Subscription-DR
er-dev-827,Microsoft.Network/expressRouteCircuits,rg-production,eastus2,Subscription-Staging
pe-dr-828,Microsoft.Network/privateEndpoints,rg-staging,koreacentral,Subscription-Dev
actgrp-prod-829,Microsoft.Insights/actionGroups,rg-dr,koreacentral,Subscription-Staging
batch-dr-830,Microsoft.Batch/batchAccounts,rg-shared,australiaeast,Subscription-Staging
cdn-stg-831,Microsoft.Cdn/profiles,rg-aks,northeurope,Subscription-Shared
evgt-dev-832,Microsoft.EventGrid/topics,rg-monitoring,japaneast,Subscription-DR
mysql-dr-833,Microsoft.DBforMySQL/servers,rg-dev,centralus,Subscription-Dev
cosmos-shrd-834,Microsoft.DocumentDB/databaseAccounts,rg-core,westus2,Subscription-Dev
privdns-dr-835,Microsoft.Network/privateDnsZones,rg-core,westus,Subscription-Staging
nhns-dr-836,Microsoft.NotificationHubs/namespaces,rg-cache,uksouth,Subscription-Staging
mysql-shrd-837,Microsoft.DBforMySQL/servers,rg-monitoring,northeurope,Subscription-Staging
cosmos-prod-838,Microsoft.DocumentDB/databaseAccounts,rg-staging,eastus2,Subscription-Prod
vnetgw-prod-839,Microsoft.Network/virtualNetworkGateways,rg-shared,westeurope,Subscription-Prod
evgt-prod-840,Microsoft.EventGrid/topics,rg-integration,eastasia,Subscription-Dev
blob-dev-841,Microsoft.Storage/storageAccounts/blobServices,rg-production,uksouth,Subscription-Staging
bastion-shrd-842,Microsoft.Network/bastionHosts,rg-shared,brazilsouth,Subscription-Dev
vmss-prod-843,Microsoft.Compute/virtualMachineScaleSets,rg-infra,japaneast,Subscription-Shared
logic-dr-844,Microsoft.Logic/workflows,rg-staging,japaneast,Subscription-DR
rsv-stg-845,Microsoft.RecoveryServices/vaults,rg-webapp,australiaeast,Subscription-Shared
nhns-prod-846,Microsoft.NotificationHubs/namespaces,rg-storage,brazilsouth,Subscription-Prod
sqlsrv-stg-847,Microsoft.Sql/servers,rg-core,eastus,Subscription-Dev
vm-shrd-848,Microsoft.Compute/virtualMachines,rg-functions,brazilsouth,Subscription-Prod
storage-prod-849,Microsoft.Storage/storageAccounts,rg-services,japaneast,Subscription-Shared
adf-shrd-850,Microsoft.DataFactory/factories,rg-dr,westeurope,Subscription-Shared
privdns-stg-851,Microsoft.Network/privateDnsZones,rg-production,koreacentral,Subscription-Dev
vm-dev-852,Microsoft.Compute/virtualMachines,rg-integration,westus,Subscription-Shared
nhns-dr-853,Microsoft.NotificationHubs/namespaces,rg-dr,eastus,Subscription-DR
appgw-dev-854,Microsoft.Network/applicationGateways,rg-storage,uksouth,Subscription-Shared
alert-dev-855,Microsoft.Insights/metricAlerts,rg-backup,westeurope,Subscription-Staging
lb-shrd-856,Microsoft.Network/loadBalancers,rg-staging,eastus,Subscription-Staging
dbr-shrd-857,Microsoft.Databricks/workspaces,rg-storage,canadacentral,Subscription-Shared
nic-shrd-858,Microsoft.Network/networkInterfaces,rg-security,southeastasia,Subscription-Prod
cosmos-dev-859,Microsoft.DocumentDB/databaseAccounts,rg-services,uksouth,Subscription-Staging
aks-dev-860,Microsoft.ContainerService/managedClusters,rg-cache,southindia,Subscription-Staging
dns-dr-861,Microsoft.Network/dnsZones,rg-aks,japaneast,Subscription-Prod
alert-shrd-862,Microsoft.Insights/metricAlerts,rg-services,eastasia,Subscription-Shared
syn-shrd-863,Microsoft.Synapse/workspaces,rg-backup,westus3,Subscription-Dev
tm-dr-864,Microsoft.Network/trafficManagerProfiles,rg-functions,francecentral,Subscription-Prod
nsg-prod-865,Microsoft.Network/networkSecurityGroups,rg-shared,westus,Subscription-Prod
image-dev-866,Microsoft.Compute/images,rg-containers,eastus2,Subscription-Shared
appins-shrd-867,Microsoft.Insights/components,rg-webapp,southindia,Subscription-Prod
asa-dev-868,Microsoft.StreamAnalytics/streamingjobs,rg-security,eastasia,Subscription-Prod
hdi-prod-869,Microsoft.HDInsight/clusters,rg-functions,centralus,Subscription-Dev
blob-shrd-870,Microsoft.Storage/storageAccounts/blobServices,rg-database,southeastasia,Subscription-Prod
asp-stg-871,Microsoft.Web/serverfarms,rg-infra,eastus2,Subscription-Dev
sb-dr-872,Microsoft.ServiceBus/namespaces,rg-shared,canadacentral,Subscription-Prod
mysql-dr-873,Microsoft.DBforMySQL/servers,rg-integration,centralus,Subscription-Prod
media-dev-874,Microsoft.Media/mediaservices,rg-core,northeurope,Subscription-Dev
mysql-dev-875,Microsoft.DBforMySQL/servers,rg-backup,centralus,Subscription-Staging
iothub-dev-876,Microsoft.Devices/IotHubs,rg-functions,northeurope,Subscription-Prod
image-dr-877,Microsoft.Compute/images,rg-infra,eastus2,Subscription-Staging
evhns-dr-878,Microsoft.EventHub/namespaces,rg-database,eastus2,Subscription-Prod
storage-dev-879,Microsoft.Storage/storageAccounts,rg-backup,southindia,Subscription-Shared
avset-prod-880,Microsoft.Compute/availabilitySets,rg-backup,eastasia,Subscription-Prod
adf-prod-881,Microsoft.DataFactory/factories,rg-integration,eastus2,Subscription-Shared
vpngw-prod-882,Microsoft.Network/vpnGateways,rg-storage,eastus2,Subscription-DR
tm-dr-883,Microsoft.Network/trafficManagerProfiles,rg-containers,northeurope,Subscription-Prod
mi-dr-884,Microsoft.ManagedIdentity/userAssignedIdentities,rg-dev,westus3,Subscription-Shared
vnetgw-dev-885,Microsoft.Network/virtualNetworkGateways,rg-services,southeastasia,Subscription-Staging
vnetgw-stg-886,Microsoft.Network/virtualNetworkGateways,rg-aks,koreacentral,Subscription-Dev
law-stg-887,Microsoft.OperationalInsights/workspaces,rg-integration,brazilsouth,Subscription-Staging
sf-dr-888,Microsoft.ServiceFabric/clusters,rg-webapp,southindia,Subscription-DR
tsi-dev-889,Microsoft.TimeSeriesInsights/environments,rg-cache,centralus,Subscription-DR
mariadb-dev-890,Microsoft.DBforMariaDB/servers,rg-database,southeastasia,Subscription-Dev
relay-dr-891,Microsoft.Relay/namespaces,rg-staging,southindia,Subscription-Shared
aks-dev-892,Microsoft.ContainerService/managedClusters,rg-production,westus,Subscription-Dev
dns-stg-893,Microsoft.Network/dnsZones,rg-dr,koreacentral,Subscription-Staging
disk-shrd-894,Microsoft.Compute/disks,rg-aks,uksouth,Subscription-DR
batch-prod-895,Microsoft.Batch/batchAccounts,rg-database,westus2,Subscription-DR
evhns-prod-896,Microsoft.EventHub/namespaces,rg-storage,southeastasia,Subscription-Shared
batch-shrd-897,Microsoft.Batch/batchAccounts,rg-integration,australiaeast,Subscription-Staging
aks-prod-898,Microsoft.ContainerService/managedClusters,rg-staging,southindia,Subscription-Prod
vm-shrd-899,Microsoft.Compute/virtualMachines,rg-dev,eastus,Subscription-Prod
cdn-shrd-900,Microsoft.Cdn/profiles,rg-database,brazilsouth,Subscription-Prod
avset-stg-901,Microsoft.Compute/availabilitySets,rg-functions,southeastasia,Subscription-Shared
image-stg-902,Microsoft.Compute/images,rg-aks,eastasia,Subscription-Shared
snapshot-prod-903,Microsoft.Compute/snapshots,rg-production,westus,Subscription-Shared
mysql-shrd-904,Microsoft.DBforMySQL/servers,rg-core,francecentral,Subscription-Staging
tsi-dr-905,Microsoft.TimeSeriesInsights/environments,rg-network,australiaeast,Subscription-Shared
nsg-dr-906,Microsoft.Network/networkSecurityGroups,rg-services,eastus2,Subscription-Shared
vpngw-dev-907,Microsoft.Network/vpnGateways,rg-staging,canadacentral,Subscription-Shared
lb-shrd-908,Microsoft.Network/loadBalancers,rg-backup,australiaeast,Subscription-DR
syn-stg-909,Microsoft.Synapse/workspaces,rg-production,canadacentral,Subscription-Prod
sb-dr-910,Microsoft.ServiceBus/namespaces,rg-network,australiaeast,Subscription-Prod
alert-dev-911,Microsoft.Insights/metricAlerts,rg-staging,southeastasia,Subscription-Staging
fd-shrd-912,Microsoft.Network/frontDoors,rg-functions,westus,Subscription-Staging
asp-dev-913,Microsoft.Web/serverfarms,rg-containers,westus2,Subscription-Staging
mysql-dev-914,Microsoft.DBforMySQL/servers,rg-shared,eastasia,Subscription-DR
adls-prod-915,Microsoft.DataLakeStore/accounts,rg-dr,francecentral,Subscription-DR
redis-stg-916,Microsoft.Cache/redis,rg-security,westeurope,Subscription-Dev
blk-shrd-917,Microsoft.Blockchain/blockchainMembers,rg-production,westus3,Subscription-Shared
fd-prod-918,Microsoft.Network/frontDoors,rg-monitoring,eastus2,Subscription-Dev
role-prod-919,Microsoft.Authorization/roleAssignments,rg-aks,southeastasia,Subscription-Staging
adf-stg-920,Microsoft.DataFactory/factories,rg-staging,westus3,Subscription-DR
disk-dr-921,Microsoft.Compute/disks,rg-security,eastus,Subscription-Prod
law-prod-922,Microsoft.OperationalInsights/workspaces,rg-infra,southeastasia,Subscription-Staging
sb-dev-923,Microsoft.ServiceBus/namespaces,rg-dev,northeurope,Subscription-Prod
adls-dev-924,Microsoft.DataLakeStore/accounts,rg-dr,westeurope,Subscription-Dev
cog-stg-925,Microsoft.CognitiveServices/accounts,rg-core,westus,Subscription-Prod
actgrp-dev-926,Microsoft.Insights/actionGroups,rg-containers,northeurope,Subscription-Prod
tm-prod-927,Microsoft.Network/trafficManagerProfiles,rg-cache,westus2,Subscription-Staging
disk-shrd-928,Microsoft.Compute/disks,rg-cache,westeurope,Subscription-Dev
media-shrd-929,Microsoft.Media/mediaservices,rg-storage,eastus2,Subscription-Staging
redis-shrd-930,Microsoft.Cache/redis,rg-backup,brazilsouth,Subscription-DR
role-dev-931,Microsoft.Authorization/roleAssignments,rg-cache,francecentral,Subscription-DR
sf-stg-932,Microsoft.ServiceFabric/clusters,rg-monitoring,westus2,Subscription-DR
cog-shrd-933,Microsoft.CognitiveServices/accounts,rg-infra,canadacentral,Subscription-Prod
media-prod-934,Microsoft.Media/mediaservices,rg-dev,centralus,Subscription-Shared
syn-dr-935,Microsoft.Synapse/workspaces,rg-cache,westus,Subscription-Shared
er-shrd-936,Microsoft.Network/expressRouteCircuits,rg-storage,westus,Subscription-DR
pe-dr-937,Microsoft.Network/privateEndpoints,rg-integration,uksouth,Subscription-Dev
evgt-dr-938,Microsoft.EventGrid/topics,rg-dr,southeastasia,Subscription-Dev
avset-shrd-939,Microsoft.Compute/availabilitySets,rg-shared,koreacentral,Subscription-Dev
ci-dev-940,Microsoft.ContainerInstance/containerGroups,rg-containers,westeurope,Subscription-Shared
law-dev-941,Microsoft.OperationalInsights/workspaces,rg-security,australiaeast,Subscription-DR
snapshot-prod-942,Microsoft.Compute/snapshots,rg-security,eastus,Subscription-Prod
syn-dr-943,Microsoft.Synapse/workspaces,rg-containers,southeastasia,Subscription-Dev
kv-prod-944,Microsoft.KeyVault/vaults,rg-monitoring,koreacentral,Subscription-DR
media-prod-945,Microsoft.Media/mediaservices,rg-containers,uksouth,Subscription-Dev
appconfig-dr-946,Microsoft.AppConfiguration/configurationStores,rg-functions,centralus,Subscription-Shared
snapshot-stg-947,Microsoft.Compute/snapshots,rg-functions,eastus,Subscription-DR
health-dev-948,Microsoft.HealthcareApis/services,rg-security,canadacentral,Subscription-Staging
aks-shrd-949,Microsoft.ContainerService/managedClusters,rg-staging,brazilsouth,Subscription-Staging
mi-stg-950,Microsoft.ManagedIdentity/userAssignedIdentities,rg-security,westus2,Subscription-Shared
storage-stg-951,Microsoft.Storage/storageAccounts,rg-security,eastus,Subscription-Staging
aml-prod-952,Microsoft.MachineLearningServices/workspaces,rg-database,eastus2,Subscription-Dev
privdns-dev-953,Microsoft.Network/privateDnsZones,rg-cache,eastasia,Subscription-Dev
pe-shrd-954,Microsoft.Network/privateEndpoints,rg-containers,southeastasia,Subscription-Dev
redis-stg-955,Microsoft.Cache/redis,rg-production,uksouth,Subscription-Prod
vpngw-shrd-956,Microsoft.Network/vpnGateways,rg-network,eastasia,Subscription-Shared
aks-shrd-957,Microsoft.ContainerService/managedClusters,rg-monitoring,uksouth,Subscription-Prod
aml-stg-958,Microsoft.MachineLearningServices/workspaces,rg-monitoring,eastasia,Subscription-Dev
asa-shrd-959,Microsoft.StreamAnalytics/streamingjobs,rg-services,koreacentral,Subscription-Dev
acr-dev-960,Microsoft.ContainerRegistry/registries,rg-network,brazilsouth,Subscription-Prod
nic-prod-961,Microsoft.Network/networkInterfaces,rg-infra,brazilsouth,Subscription-Staging
vnetgw-dev-962,Microsoft.Network/virtualNetworkGateways,rg-security,westeurope,Subscription-Dev
conn-prod-963,Microsoft.Web/connections,rg-network,westus3,Subscription-Prod
conn-dr-964,Microsoft.Web/connections,rg-functions,japaneast,Subscription-Staging
batch-prod-965,Microsoft.Batch/batchAccounts,rg-production,centralus,Subscription-Shared
vnetgw-shrd-966,Microsoft.Network/virtualNetworkGateways,rg-storage,francecentral,Subscription-Staging
evhns-prod-967,Microsoft.EventHub/namespaces,rg-infra,brazilsouth,Subscription-Prod
disk-dev-968,Microsoft.Compute/disks,rg-dev,westus,Subscription-DR
privdns-dev-969,Microsoft.Network/privateDnsZones,rg-storage,brazilsouth,Subscription-Staging
cog-dr-970,Microsoft.CognitiveServices/accounts,rg-webapp,brazilsouth,Subscription-Dev
webapp-dr-971,Microsoft.Web/sites,rg-containers,northeurope,Subscription-DR
vmss-shrd-972,Microsoft.Compute/virtualMachineScaleSets,rg-security,eastus,Subscription-Prod
relay-stg-973,Microsoft.Relay/namespaces,rg-security,eastus,Subscription-Prod
alert-shrd-974,Microsoft.Insights/metricAlerts,rg-infra,westeurope,Subscription-Prod
acr-dr-975,Microsoft.ContainerRegistry/registries,rg-monitoring,francecentral,Subscription-DR
tsi-prod-976,Microsoft.TimeSeriesInsights/environments,rg-dr,eastus,Subscription-Prod
evhns-stg-977,Microsoft.EventHub/namespaces,rg-storage,westeurope,Subscription-DR
appgw-dr-978,Microsoft.Network/applicationGateways,rg-integration,francecentral,Subscription-Staging
privdns-dev-979,Microsoft.Network/privateDnsZones,rg-storage,brazilsouth,Subscription-Staging
mariadb-dev-980,Microsoft.DBforMariaDB/servers,rg-network,southeastasia,Subscription-Staging
disk-prod-981,Microsoft.Compute/disks,rg-aks,eastus,Subscription-Shared
dms-stg-982,Microsoft.DataMigration/services,rg-cache,northeurope,Subscription-Shared
webapp-dev-983,Microsoft.Web/sites,rg-cache,centralus,Subscription-Shared
sb-dr-984,Microsoft.ServiceBus/namespaces,rg-integration,eastasia,Subscription-DR
privdns-stg-985,Microsoft.Network/privateDnsZones,rg-cache,westeurope,Subscription-DR
cog-shrd-986,Microsoft.CognitiveServices/accounts,rg-dev,brazilsouth,Subscription-Staging
logic-shrd-987,Microsoft.Logic/workflows,rg-security,eastus,Subscription-Staging
logic-dev-988,Microsoft.Logic/workflows,rg-core,southindia,Subscription-DR
law-stg-989,Microsoft.OperationalInsights/workspaces,rg-database,uksouth,Subscription-Staging
cosmos-prod-990,Microsoft.DocumentDB/databaseAccounts,rg-monitoring,southeastasia,Subscription-DR
dns-prod-991,Microsoft.Network/dnsZones,rg-functions,eastasia,Subscription-Shared
